state,year,as_of,accessed,policy,level,score
RI,2021,2021-01-01,2021-01-29,hospital_if,0,0
RI,2021,2021-01-01,2021-01-29,second_physician_if,0,0
RI,2021,2021-01-01,2021-01-29,prohibited_except_death_if,Viability,0.6666666666666666
RI,2021,2021-01-01,2021-01-29,partial_birth_ban,Enjoined,0
RI,2021,2021-01-01,2021-01-29,fund_all_most,0,0
RI,2021,2021-01-01,2021-01-29,fund_life_rape_incest,X,0.5
RI,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
RI,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
RI,2021,2021-01-01,2021-01-29,instit_prov_refuse,0,0
RI,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
RI,2021,2021-01-01,2021-01-29,mandate_fetal_pain,0,0
RI,2021,2021-01-01,2021-01-29,mandate_neg_psych,0,0
RI,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,0,0
RI,2021,2021-01-01,2021-01-29,parental_involv_minors,Consent,0.6666666666666666
SC,2021,2021-01-01,2021-01-29,licensed_physician,X,1
SC,2021,2021-01-01,2021-01-29,hospital_if,3rd trimester,0.25
SC,2021,2021-01-01,2021-01-29,second_physician_if,3rd trimester,0.3333333333333333
SC,2021,2021-01-01,2021-01-29,prohibited_except_death_if,20 weeks,1
SC,2021,2021-01-01,2021-01-29,partial_birth_ban,X,1
SC,2021,2021-01-01,2021-01-29,fund_all_most,0,0
SC,2021,2021-01-01,2021-01-29,fund_life_rape_incest,X,0.5
SC,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
SC,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
SC,2021,2021-01-01,2021-01-29,instit_prov_refuse,Private,0.6666666666666666
SC,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
SC,2021,2021-01-01,2021-01-29,mandate_fetal_pain,0,0
SC,2021,2021-01-01,2021-01-29,mandate_neg_psych,0,0
SC,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,24,0.6666666666666666
SC,2021,2021-01-01,2021-01-29,parental_involv_minors,Consent,0.6666666666666666
SD,2021,2021-01-01,2021-01-29,licensed_physician,X,1
SD,2021,2021-01-01,2021-01-29,hospital_if,24 weeks,0.5
SD,2021,2021-01-01,2021-01-29,second_physician_if,0,0
SD,2021,2021-01-01,2021-01-29,prohibited_except_death_if,20 weeks,1
SD,2021,2021-01-01,2021-01-29,partial_birth_ban,X,1
SD,2021,2021-01-01,2021-01-29,fund_all_most,0,0
SD,2021,2021-01-01,2021-01-29,fund_life_rape_incest,Life Only,1
SD,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
SD,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
SD,2021,2021-01-01,2021-01-29,instit_prov_refuse,X,1
SD,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
SD,2021,2021-01-01,2021-01-29,mandate_fetal_pain,X,1
SD,2021,2021-01-01,2021-01-29,mandate_neg_psych,X,1
SD,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,72,1
SD,2021,2021-01-01,2021-01-29,parental_involv_minors,Notice,0.3333333333333333
TN,2021,2021-01-01,2021-01-29,licensed_physician,X,1
TN,2021,2021-01-01,2021-01-29,hospital_if,Viability,0.5
TN,2021,2021-01-01,2021-01-29,second_physician_if,Viability,0.6666666666666666
TN,2021,2021-01-01,2021-01-29,prohibited_except_death_if,Viability,0.6666666666666666
TN,2021,2021-01-01,2021-01-29,partial_birth_ban,X,1
TN,2021,2021-01-01,2021-01-29,fund_all_most,0,0
TN,2021,2021-01-01,2021-01-29,fund_life_rape_incest,X,0.5
TN,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
TN,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
TN,2021,2021-01-01,2021-01-29,instit_prov_refuse,X,1
TN,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
TN,2021,2021-01-01,2021-01-29,mandate_fetal_pain,0,0
TN,2021,2021-01-01,2021-01-29,mandate_neg_psych,0,0
TN,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,Enjoined,0
TN,2021,2021-01-01,2021-01-29,parental_involv_minors,Consent,0.6666666666666666
TX,2021,2021-01-01,2021-01-29,licensed_physician,X,1
TX,2021,2021-01-01,2021-01-29,hospital_if,0,0
TX,2021,2021-01-01,2021-01-29,second_physician_if,0,0
TX,2021,2021-01-01,2021-01-29,prohibited_except_death_if,20 weeks,1
TX,2021,2021-01-01,2021-01-29,partial_birth_ban,X,1
TX,2021,2021-01-01,2021-01-29,fund_all_most,0,0
TX,2021,2021-01-01,2021-01-29,fund_life_rape_incest,X,0.5
TX,2021,2021-01-01,2021-01-29,priv_insurance_limit,X,1
TX,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
TX,2021,2021-01-01,2021-01-29,instit_prov_refuse,Private,0.6666666666666666
TX,2021,2021-01-01,2021-01-29,mandate_breast_cancer,X,1
TX,2021,2021-01-01,2021-01-29,mandate_fetal_pain,X,1
TX,2021,2021-01-01,2021-01-29,mandate_neg_psych,X,1
TX,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,24,0.6666666666666666
TX,2021,2021-01-01,2021-01-29,parental_involv_minors,Consent and Notice,1
UT,2021,2021-01-01,2021-01-29,licensed_physician,X,1
UT,2021,2021-01-01,2021-01-29,hospital_if,0,0
UT,2021,2021-01-01,2021-01-29,second_physician_if,0,0
UT,2021,2021-01-01,2021-01-29,prohibited_except_death_if,Viability,0.6666666666666666
UT,2021,2021-01-01,2021-01-29,partial_birth_ban,X,1
UT,2021,2021-01-01,2021-01-29,fund_all_most,0,0
UT,2021,2021-01-01,2021-01-29,fund_life_rape_incest,X,0.5
UT,2021,2021-01-01,2021-01-29,priv_insurance_limit,X,1
UT,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
UT,2021,2021-01-01,2021-01-29,instit_prov_refuse,Private,0.6666666666666666
UT,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
UT,2021,2021-01-01,2021-01-29,mandate_fetal_pain,X,1
UT,2021,2021-01-01,2021-01-29,mandate_neg_psych,0,0
UT,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,72,1
UT,2021,2021-01-01,2021-01-29,parental_involv_minors,Consent and Notice,1
VT,2021,2021-01-01,2021-01-29,licensed_physician,0,0
VT,2021,2021-01-01,2021-01-29,hospital_if,0,0
VT,2021,2021-01-01,2021-01-29,second_physician_if,0,0
VT,2021,2021-01-01,2021-01-29,prohibited_except_death_if,0,0
VT,2021,2021-01-01,2021-01-29,partial_birth_ban,0,0
VT,2021,2021-01-01,2021-01-29,fund_all_most,X,-1
VT,2021,2021-01-01,2021-01-29,fund_life_rape_incest,0,0
VT,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
VT,2021,2021-01-01,2021-01-29,indiv_prov_refuse,0,0
VT,2021,2021-01-01,2021-01-29,instit_prov_refuse,0,0
VT,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
VT,2021,2021-01-01,2021-01-29,mandate_fetal_pain,0,0
VT,2021,2021-01-01,2021-01-29,mandate_neg_psych,0,0
VT,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,0,0
VT,2021,2021-01-01,2021-01-29,parental_involv_minors,0,0
VA,2021,2021-01-01,2021-01-29,licensed_physician,0,0
VA,2021,2021-01-01,2021-01-29,hospital_if,2nd trimester,0.75
VA,2021,2021-01-01,2021-01-29,second_physician_if,Viability,0.6666666666666666
VA,2021,2021-01-01,2021-01-29,prohibited_except_death_if,3rd trimester,0.3333333333333333
VA,2021,2021-01-01,2021-01-29,partial_birth_ban,X,1
VA,2021,2021-01-01,2021-01-29,fund_all_most,0,0
VA,2021,2021-01-01,2021-01-29,fund_life_rape_incest,X,0.5
VA,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
VA,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
VA,2021,2021-01-01,2021-01-29,instit_prov_refuse,X,1
VA,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
VA,2021,2021-01-01,2021-01-29,mandate_fetal_pain,0,0
VA,2021,2021-01-01,2021-01-29,mandate_neg_psych,0,0
VA,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,0,0
VA,2021,2021-01-01,2021-01-29,parental_involv_minors,Consent and Notice,1
WA,2021,2021-01-01,2021-01-29,licensed_physician,X,1
WA,2021,2021-01-01,2021-01-29,hospital_if,0,0
WA,2021,2021-01-01,2021-01-29,second_physician_if,0,0
WA,2021,2021-01-01,2021-01-29,prohibited_except_death_if,Viability,0.6666666666666666
WA,2021,2021-01-01,2021-01-29,partial_birth_ban,0,0
WA,2021,2021-01-01,2021-01-29,fund_all_most,X,-1
WA,2021,2021-01-01,2021-01-29,fund_life_rape_incest,0,0
WA,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
WA,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
WA,2021,2021-01-01,2021-01-29,instit_prov_refuse,X,1
WA,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
WA,2021,2021-01-01,2021-01-29,mandate_fetal_pain,0,0
WA,2021,2021-01-01,2021-01-29,mandate_neg_psych,0,0
WA,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,0,0
WA,2021,2021-01-01,2021-01-29,parental_involv_minors,0,0
WV,2021,2021-01-01,2021-01-29,licensed_physician,0,0
WV,2021,2021-01-01,2021-01-29,hospital_if,0,0
WV,2021,2021-01-01,2021-01-29,second_physician_if,0,0
WV,2021,2021-01-01,2021-01-29,prohibited_except_death_if,20 weeks,1
WV,2021,2021-01-01,2021-01-29,partial_birth_ban,Enjoined,0
WV,2021,2021-01-01,2021-01-29,fund_all_most,0,0
WV,2021,2021-01-01,2021-01-29,fund_life_rape_incest,X,0.5
WV,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
WV,2021,2021-01-01,2021-01-29,indiv_prov_refuse,0,0
WV,2021,2021-01-01,2021-01-29,instit_prov_refuse,0,0
WV,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
WV,2021,2021-01-01,2021-01-29,mandate_fetal_pain,0,0
WV,2021,2021-01-01,2021-01-29,mandate_neg_psych,X,1
WV,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,24,0.6666666666666666
WV,2021,2021-01-01,2021-01-29,parental_involv_minors,Notice,0.3333333333333333
WI,2021,2021-01-01,2021-01-29,licensed_physician,X,1
WI,2021,2021-01-01,2021-01-29,hospital_if,Viability,0.5
WI,2021,2021-01-01,2021-01-29,second_physician_if,0,0
WI,2021,2021-01-01,2021-01-29,prohibited_except_death_if,20 weeks,1
WI,2021,2021-01-01,2021-01-29,partial_birth_ban,Enjoined,0
WI,2021,2021-01-01,2021-01-29,fund_all_most,0,0
WI,2021,2021-01-01,2021-01-29,fund_life_rape_incest,X,0.5
WI,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
WI,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
WI,2021,2021-01-01,2021-01-29,instit_prov_refuse,X,1
WI,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
WI,2021,2021-01-01,2021-01-29,mandate_fetal_pain,X,1
WI,2021,2021-01-01,2021-01-29,mandate_neg_psych,0,0
WI,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,24,0.6666666666666666
WI,2021,2021-01-01,2021-01-29,parental_involv_minors,Consent,0.6666666666666666
WY,2021,2021-01-01,2021-01-29,licensed_physician,X,1
WY,2021,2021-01-01,2021-01-29,hospital_if,0,0
WY,2021,2021-01-01,2021-01-29,second_physician_if,0,0
WY,2021,2021-01-01,2021-01-29,prohibited_except_death_if,Viability,0.6666666666666666
WY,2021,2021-01-01,2021-01-29,partial_birth_ban,0,0
WY,2021,2021-01-01,2021-01-29,fund_all_most,0,0
WY,2021,2021-01-01,2021-01-29,fund_life_rape_incest,X,0.5
WY,2021,2021-01-01,2021-01-29,priv_insurance_limit,0,0
WY,2021,2021-01-01,2021-01-29,indiv_prov_refuse,X,1
WY,2021,2021-01-01,2021-01-29,instit_prov_refuse,Private,0.6666666666666666
WY,2021,2021-01-01,2021-01-29,mandate_breast_cancer,0,0
WY,2021,2021-01-01,2021-01-29,mandate_fetal_pain,0,0
WY,2021,2021-01-01,2021-01-29,mandate_neg_psych,0,0
WY,2021,2021-01-01,2021-01-29,hr_wait_post_counseling,0,0
WY,2021,2021-01-01,2021-01-29,parental_involv_minors,Consent and Notice,1
AL,2022,2022-01-01,2022-01-27,licensed_physician,X,1
AL,2022,2022-01-01,2022-01-27,hospital_if,Viability,0.5
AL,2022,2022-01-01,2022-01-27,second_physician_if,Viability,0.6666666666666666
AL,2022,2022-01-01,2022-01-27,prohibited_except_death_if,20 weeks,1
AL,2022,2022-01-01,2022-01-27,partial_birth_ban,Enjoined,0
AL,2022,2022-01-01,2022-01-27,fund_all_most,0,0
AL,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
AL,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
AL,2022,2022-01-01,2022-01-27,indiv_prov_refuse,0,0
AL,2022,2022-01-01,2022-01-27,instit_prov_refuse,0,0
AL,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
AL,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
AL,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
AL,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,48,0.8333333333333334
AL,2022,2022-01-01,2022-01-27,parental_involv_minors,Consent,0.6666666666666666
AZ,2022,2022-01-01,2022-01-27,licensed_physician,X,1
AZ,2022,2022-01-01,2022-01-27,hospital_if,Viability,0.5
AZ,2022,2022-01-01,2022-01-27,second_physician_if,Viability,0.6666666666666666
AZ,2022,2022-01-01,2022-01-27,prohibited_except_death_if,Viability,0.6666666666666666
AZ,2022,2022-01-01,2022-01-27,partial_birth_ban,X,1
AZ,2022,2022-01-01,2022-01-27,fund_all_most,0,0
AZ,2022,2022-01-01,2022-01-27,fund_life_rape_incest,Enjoined,0
AZ,2022,2022-01-01,2022-01-27,priv_insurance_limit,X,1
AZ,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
AZ,2022,2022-01-01,2022-01-27,instit_prov_refuse,X,1
AZ,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
AZ,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
AZ,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
AZ,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,24,0.6666666666666666
AZ,2022,2022-01-01,2022-01-27,parental_involv_minors,Consent,0.6666666666666666
AR,2022,2022-01-01,2022-01-27,licensed_physician,X,1
AR,2022,2022-01-01,2022-01-27,hospital_if,0,0
AR,2022,2022-01-01,2022-01-27,second_physician_if,Viability,0.6666666666666666
AR,2022,2022-01-01,2022-01-27,prohibited_except_death_if,20 weeks,1
AR,2022,2022-01-01,2022-01-27,partial_birth_ban,X,1
AR,2022,2022-01-01,2022-01-27,fund_all_most,0,0
AR,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
AR,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
AR,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
AR,2022,2022-01-01,2022-01-27,instit_prov_refuse,X,1
AR,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
AR,2022,2022-01-01,2022-01-27,mandate_fetal_pain,X,1
AR,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
AR,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,72,1
AR,2022,2022-01-01,2022-01-27,parental_involv_minors,Consent,0.6666666666666666
CA,2022,2022-01-01,2022-01-27,licensed_physician,0,0
CA,2022,2022-01-01,2022-01-27,hospital_if,0,0
CA,2022,2022-01-01,2022-01-27,second_physician_if,0,0
CA,2022,2022-01-01,2022-01-27,prohibited_except_death_if,Viability,0.6666666666666666
CA,2022,2022-01-01,2022-01-27,partial_birth_ban,0,0
CA,2022,2022-01-01,2022-01-27,fund_all_most,X,-1
CA,2022,2022-01-01,2022-01-27,fund_life_rape_incest,0,0
CA,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
CA,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
CA,2022,2022-01-01,2022-01-27,instit_prov_refuse,Religious,0.3333333333333333
CA,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
CA,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
CA,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
CA,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,0,0
CA,2022,2022-01-01,2022-01-27,parental_involv_minors,Enjoined,0
CO,2022,2022-01-01,2022-01-27,licensed_physician,0,0
CO,2022,2022-01-01,2022-01-27,hospital_if,0,0
CO,2022,2022-01-01,2022-01-27,second_physician_if,0,0
CO,2022,2022-01-01,2022-01-27,prohibited_except_death_if,0,0
CO,2022,2022-01-01,2022-01-27,partial_birth_ban,0,0
CO,2022,2022-01-01,2022-01-27,fund_all_most,0,0
CO,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
CO,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
CO,2022,2022-01-01,2022-01-27,indiv_prov_refuse,0,0
CO,2022,2022-01-01,2022-01-27,instit_prov_refuse,0,0
CO,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
CO,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
CO,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
CO,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,0,0
CO,2022,2022-01-01,2022-01-27,parental_involv_minors,Notice,0.3333333333333333
CT,2022,2022-01-01,2022-01-27,licensed_physician,0,0
CT,2022,2022-01-01,2022-01-27,hospital_if,Viability,0.5
CT,2022,2022-01-01,2022-01-27,second_physician_if,0,0
CT,2022,2022-01-01,2022-01-27,prohibited_except_death_if,Viability,0.6666666666666666
CT,2022,2022-01-01,2022-01-27,partial_birth_ban,0,0
CT,2022,2022-01-01,2022-01-27,fund_all_most,X,-1
CT,2022,2022-01-01,2022-01-27,fund_life_rape_incest,0,0
CT,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
CT,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
CT,2022,2022-01-01,2022-01-27,instit_prov_refuse,0,0
CT,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
CT,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
CT,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
CT,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,0,0
CT,2022,2022-01-01,2022-01-27,parental_involv_minors,0,0
DE,2022,2022-01-01,2022-01-27,licensed_physician,X,1
DE,2022,2022-01-01,2022-01-27,hospital_if,0,0
DE,2022,2022-01-01,2022-01-27,second_physician_if,0,0
DE,2022,2022-01-01,2022-01-27,prohibited_except_death_if,Viability,0.6666666666666666
DE,2022,2022-01-01,2022-01-27,partial_birth_ban,0,0
DE,2022,2022-01-01,2022-01-27,fund_all_most,0,0
DE,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
DE,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
DE,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
DE,2022,2022-01-01,2022-01-27,instit_prov_refuse,X,1
DE,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
DE,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
DE,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
DE,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,0,0
DE,2022,2022-01-01,2022-01-27,parental_involv_minors,Notice,0.3333333333333333
FL,2022,2022-01-01,2022-01-27,licensed_physician,X,1
FL,2022,2022-01-01,2022-01-27,hospital_if,Viability,0.5
FL,2022,2022-01-01,2022-01-27,second_physician_if,24 weeks,0.6666666666666666
FL,2022,2022-01-01,2022-01-27,prohibited_except_death_if,24 weeks,0.6666666666666666
FL,2022,2022-01-01,2022-01-27,partial_birth_ban,Enjoined,0
FL,2022,2022-01-01,2022-01-27,fund_all_most,0,0
FL,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
FL,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
FL,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
FL,2022,2022-01-01,2022-01-27,instit_prov_refuse,X,1
FL,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
FL,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
FL,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
FL,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,Enjoined,0
FL,2022,2022-01-01,2022-01-27,parental_involv_minors,Consent and Notice,1
GA,2022,2022-01-01,2022-01-27,licensed_physician,X,1
GA,2022,2022-01-01,2022-01-27,hospital_if,0,0
GA,2022,2022-01-01,2022-01-27,second_physician_if,0,0
GA,2022,2022-01-01,2022-01-27,prohibited_except_death_if,20 weeks,1
GA,2022,2022-01-01,2022-01-27,partial_birth_ban,Postviability,0.5
GA,2022,2022-01-01,2022-01-27,fund_all_most,0,0
GA,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
GA,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
GA,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
GA,2022,2022-01-01,2022-01-27,instit_prov_refuse,X,1
GA,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
GA,2022,2022-01-01,2022-01-27,mandate_fetal_pain,X,1
GA,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
GA,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,24,0.6666666666666666
GA,2022,2022-01-01,2022-01-27,parental_involv_minors,Notice,0.3333333333333333
ID,2022,2022-01-01,2022-01-27,licensed_physician,X,1
ID,2022,2022-01-01,2022-01-27,hospital_if,Viability,0.5
ID,2022,2022-01-01,2022-01-27,second_physician_if,3rd trimester,0.3333333333333333
ID,2022,2022-01-01,2022-01-27,prohibited_except_death_if,Viability,0.6666666666666666
ID,2022,2022-01-01,2022-01-27,partial_birth_ban,Enjoined,0
ID,2022,2022-01-01,2022-01-27,fund_all_most,0,0
ID,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
ID,2022,2022-01-01,2022-01-27,priv_insurance_limit,X,1
ID,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
ID,2022,2022-01-01,2022-01-27,instit_prov_refuse,X,1
ID,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
ID,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
ID,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
ID,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,24,0.6666666666666666
ID,2022,2022-01-01,2022-01-27,parental_involv_minors,Consent,0.6666666666666666
IL,2022,2022-01-01,2022-01-27,licensed_physician,0,0
IL,2022,2022-01-01,2022-01-27,hospital_if,0,0
IL,2022,2022-01-01,2022-01-27,second_physician_if,0,0
IL,2022,2022-01-01,2022-01-27,prohibited_except_death_if,Viability,0.6666666666666666
IL,2022,2022-01-01,2022-01-27,partial_birth_ban,0,0
IL,2022,2022-01-01,2022-01-27,fund_all_most,X,-1
IL,2022,2022-01-01,2022-01-27,fund_life_rape_incest,0,0
IL,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
IL,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
IL,2022,2022-01-01,2022-01-27,instit_prov_refuse,Private,0.6666666666666666
IL,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
IL,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
IL,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
IL,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,0,0
IL,2022,2022-01-01,2022-01-27,parental_involv_minors,Notice,0.3333333333333333
IN,2022,2022-01-01,2022-01-27,licensed_physician,X,1
IN,2022,2022-01-01,2022-01-27,hospital_if,20 weeks,0.5
IN,2022,2022-01-01,2022-01-27,second_physician_if,20 weeks,0.6666666666666666
IN,2022,2022-01-01,2022-01-27,prohibited_except_death_if,20 weeks,1
IN,2022,2022-01-01,2022-01-27,partial_birth_ban,X,1
IN,2022,2022-01-01,2022-01-27,fund_all_most,0,0
IN,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
IN,2022,2022-01-01,2022-01-27,priv_insurance_limit,X,1
IN,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
IN,2022,2022-01-01,2022-01-27,instit_prov_refuse,Private,0.6666666666666666
IN,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
IN,2022,2022-01-01,2022-01-27,mandate_fetal_pain,X,1
IN,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
IN,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,18,0.5
IN,2022,2022-01-01,2022-01-27,parental_involv_minors,Consent,0.6666666666666666
IA,2022,2022-01-01,2022-01-27,licensed_physician,X,1
IA,2022,2022-01-01,2022-01-27,hospital_if,0,0
IA,2022,2022-01-01,2022-01-27,second_physician_if,0,0
IA,2022,2022-01-01,2022-01-27,prohibited_except_death_if,20 weeks,1
IA,2022,2022-01-01,2022-01-27,partial_birth_ban,Enjoined,0
IA,2022,2022-01-01,2022-01-27,fund_all_most,0,0
IA,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
IA,2022,2022-01-01,2022-01-27,priv_insurance_limit,0,0
IA,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
IA,2022,2022-01-01,2022-01-27,instit_prov_refuse,Private,0.6666666666666666
IA,2022,2022-01-01,2022-01-27,mandate_breast_cancer,0,0
IA,2022,2022-01-01,2022-01-27,mandate_fetal_pain,0,0
IA,2022,2022-01-01,2022-01-27,mandate_neg_psych,0,0
IA,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,Enjoined,0
IA,2022,2022-01-01,2022-01-27,parental_involv_minors,Notice,0.3333333333333333
KS,2022,2022-01-01,2022-01-27,licensed_physician,X,1
KS,2022,2022-01-01,2022-01-27,hospital_if,0,0
KS,2022,2022-01-01,2022-01-27,second_physician_if,Viability,0.6666666666666666
KS,2022,2022-01-01,2022-01-27,prohibited_except_death_if,20 weeks,1
KS,2022,2022-01-01,2022-01-27,partial_birth_ban,X,1
KS,2022,2022-01-01,2022-01-27,fund_all_most,0,0
KS,2022,2022-01-01,2022-01-27,fund_life_rape_incest,X,0.5
KS,2022,2022-01-01,2022-01-27,priv_insurance_limit,X,1
KS,2022,2022-01-01,2022-01-27,indiv_prov_refuse,X,1
KS,2022,2022-01-01,2022-01-27,instit_prov_refuse,X,1
KS,2022,2022-01-01,2022-01-27,mandate_breast_cancer,X,1
KS,2022,2022-01-01,2022-01-27,mandate_fetal_pain,X,1
KS,2022,2022-01-01,2022-01-27,mandate_neg_psych,X,1
KS,2022,2022-01-01,2022-01-27,hr_wait_post_counseling,24,0.6666666666666666
KS,2022,2022-01-01,2022-01-27,parental_involv_minors,Consent,0.6666666666666666
KY,2022,2022-01-01,2022-01-27,licensed_physician,X,1
KY,2022,2022-01-01,2022-01-27,hospital_if,2nd trimester,0.75
KY,2022,2022-01-01,2022-01-27,second_physician_if,0,0
KY,2022,2022-01-01,2022-01-27,prohibited_except_death_if,20 weeks,1
KY,2022,2022-01-01,2022-01-27,partial_birth_ban,Enjoined,0
KY,2022,2022-01-01,2022-01-27,fund_all_most,0,0
